salv	`salves
töö	`tü`ga
niruma	nirusivad
alati	alat'ti
millal	millal
olema	õl'i
vesi	vie
viga	viga
millal	millal
olema	õl'i
ilma	ilma
viga	viga
aga	a
siis	siis
kui	ku
mina	ma
Ronivere	Ron'iveres
olema	õl'in
need	neil
olema	õl'i
oma	omal
paja	paea
hakkama	`aksin
katsuma	`katsuma
mis	miss
asi	as'i
see	sie
olema	onn
nägema	nägin
kuidas	kuda
sepp	seppad
teritama	terittasid
kas	kas
ise	ise
ei	ei
saama	saand
tegema	teha
noh	nohh
tulema	tul'id
palju	pal'ju
parem	paremast
välja	`väl'ja
veel	viil
kui	ku
sepp	seppa
töö	tüöd
pea+asi	pia+as'i
kui	ku
pidama	pid'id
teras	terast
tundma	`tunma
mis+sugune	`miske
teras	terass
olema	õl'i
nägema	nääd
väga	väga
kõva	kõvad
sepp	seppad
vahel	vahel
tegema	tegid
karastama	karastass
mõni	mõn'i
ots	ots
olema	õl'i
pehme	pehme
kord	`korda
tonks	`tonksu
kolm	kolm
neli	nel'i
lööma	lõid
olema+ki	õl'igi
ots	ots
ära	ära
mõni	mõnel
minema	läks
jälle	jälle
ots	ots
otsast	otsast
ära	ära
ja	ja
laskma	`las'kid
liiga	`liiga
kõvasti	kõvast
aga	aa
kui	ku
sina	sa
teras	terast
teadma	`tiatsid
siis	siss
saama	sai
tema	ta
paras	parass
kaks	kahe
ots	otsaga
lööma+ki	`lõitki
kivi	kivi
terav	teravast
ja	ja
pidama	pid'id
mõistma	`mõistma
taguma	taguda
kah	kahh
vahe+peal	vahe+bial
taguma	tagusid
jälle	`jälle
soon	suont
soon	suon
olema	õl'i
jälle	`jälle
nagu	nagu
teritama	terittas
siis	siss
taguma	tagusid
vahe+peal	vahe+bial
need	neid
täke	`täkkid
sisse	`sisse
siis	siis
panema	pan'i
ots	ots
kauem	kauwem
vastu	`vasta
no	noo
need	neil
tulema	tul'i
nii+sama	nii+sama
raiuma	`raiju
aga	aga
need	nied
käima	käis'id
kauem	kauwem
valama	valattud
kivi	kivi
käima	käis
ühe	ühe
tagumine	tagumisega
kaks	kaks
nädal	nädalad
kui	kui
iga	iga
päev	pääv
käima	käis
kui	kui
väga	väga
palju	pal'ju
peen	piened
töö	tüöd
jaa	jaa
nagu	nagu
peen	piened
töö	tüöd
siis	sis
nädala+päev	nädala+bäävad
ikke	`ikke
käima	käib
aga	aa
maa+kivi	maa+givisid
tulema	tul'i
tihti+peale	`tihti+`biale
taguma	taguda
kolm	kolm
neli	nel'i
päev	`pääva
nagu	nagu
meie	meil
siin	siin
iga	iga
päev	pääv
võtma	võtta
jälle	`jälle
hakkama	akka
taguma	taguma
ennemalt	ennemalt
olema	õl'i
kang	`kangidega
võtma	`võet'ti
üles	ülesse
aga	a
pärast	pärast
tooma	`tuod'i
kruu	kruud
siis	siis
saama	said
üksi+päini	üksi+päen'i
kang	`kangidega
pidama	pid'id
kolm	kolme
mees	mehe
olema	õlema
kui	kui
saama	said
kivi	kivi
üles	ülesse
võtma	`võtta
aga	a
kruu	`kruudaga
võtma	võt'tid
üksi+päini	üksi+päen'i
üles	üless
panema	pan'id
tangid	tangid
külge	`külge
ja	ja
keerama	`kierasid
kruu	kruud
kivi	kivi
üles	ülesse
ja	ja
mh	mh
see	sii
olema	õl'i
Prantsus+maa	Prantsus+maalt
tooma	`tuod'i
see	seda
valamise+puru	valamise+puru
kvarts	kvarts
ja	ja
siis	siis
ja	ja
mis	miss
see	selle
vedelik	vedelikku
nimi	nime
olema	õl'i
e	e
kloor	kluor
kloor	kluor
vaatama	vatta
nimi	nimed
olema	on
meel	meelest
ära	ära
minema	lähnud
ju	juo
see	sie
hulk	ulga
aeg	ao
peale	`piale
kolmekesi	kolmekkesi
kokku	kokku
segama	segasid
segamini	segamist
ja	ja
paras	paraja
tainas	`taina
ja	ja
taguma	tagusid
peale	`piale
ja	ja
siis	sis
kui	kui
olema	õl'i
vorm	vor'm
käima	käis
muidugi	muidugi
kivi	kivile
ümber	`ümber
kui	kui
palju	pal'ju
need	neid
tolline	tol'liseid
valama	valasid
ja	ja
siis	siis
panema	pan'id
see	selle
vorm	vor'mi
täis	täis
ja	ja
siis	sis
tulema	tul'i
nii	nii
palju	pal'ju
kloppima	`kloppida
seal	sial
peal	pial
et	et
siis	sis
nii+sugune	`niske
kiisli+kord	`kiisli+korra
peale	`piale
võtma	`võt'tis
siis	siis
olema	õl'i
aga	a
ennem	ennem
tulema	tul'i
määrima	`määri
ennem	ennem
tulema	tul'i
see	selle
vedelik	vedel'ikkuga
kivi	kivi
kokku	`kokku
määrima	`määri
tund	tun'ni
aeg	ao
pärast	pärast
siis	siis
tulema	tul'i
tegema	teha
see	sie
pulbri+vedelik	`pulbre+vedel'ik
nii+sugune	`neske
kördi+taoline	kör'di+`taoline
siis	siss
see	sellega
määrima	`määri
nii+kui	nii+gui
see	sellega
ära	ära
määrima	määrid
siis	siss
tulema	tul'i
kohe	kohe
see	sii
päris	päris
valamine	valamise
kord	kord
peale	`piale
panema	`panna
noh	nohh
nagu	nagu
ennemalt	ennemalt
olema	õl'i
iga	igas
küla	külas
olema	õl'i
sepp	sepp
ja	ja
iga	igas
küla	külas
olema	õl'i
tuule+veski	tuule+`ves'ki
aga	aa
need	ned
sepp	seppa
poeg	poeg
ja	ja
mölder	`möldri
tütar	tüttar
saama	said
sõber	sõbrass
vana	vana
noor	noored
klappima	`klappisid
nüüd	nüd
kokku	`kokku
ja	ja
sepp	seppa
poeg	pojal
olema	õl'i
siis	siis
ikke	`ikke
mõte	mõtte
see	seda
mölder	`möldri
tütar	tüttard
ära	ära
võtma	`võtta
aga	a
mölder	`möldri
rahvas	rahvas
ei	ei
sallima	`sal'linud
et	et
sepp	seppa
poeg	poeg
sinna	`sinna
käima	käib
ajama	`aas'ivad
tema	tal
tihti	`tihti
peale	`piale
minema	menema
aga	aa
poiss	pois'
minema	läks
küla+tark	küla+targa
juurde	`juure
ja	ja
rääkima	`riäkkis
see	sellele
e	e
lugu	loo
maha	maha
et	et
nii+sugune	n`eske
asi	as'i
olema	onn
et	et
tema	taa
teadma	tiaks
miski	midagi
nõu	nõu
andma	`anda
see	sii
andma	`an'dis
tema	`talle
nii+sugune	`neskest
pulber	`pulbrit
ütlema	`ütles
minema	mene
määrima	määri
see	selle
pulber	`pulbrega
kõik	kõik
uks	ukse
käe+raud	kää+rauwad
kokku	`kokku
ja	ja
kaevu+link	kaevu+ling
ja	ja
eks	eks
siis	siis
nägema	nääme
mis	mis
see	se
taga+järg	taga+järg
olema	onn
noh	nohh
poiss	pois'
tegema	tegi
nüüd	nüüd
hommikul	ommikku
tõusma	`tõus'is
mölder	`mölder
üles	üless
minema	läks
välja	`väl'ja
tulema	tul'i
tuba	`tuppa
kevadel	keväde
kõige	kõege
hea	parem
olema	õl'i
kui	kui
vili	vill
mai+kuu	mai+kuus
maha	maha
saama	sae
siis	siiss
idanema	iidanes
rutem	ruttem
ja	ja
küpsema	küpsess
saama	sai
sügis	sügise
poole	poole
ka	koa
muidu	muidu
tulema	tul'ivad
sügisel	sügise
jälle	jälle
külm	`külmäd
ilm	`ilmad
siis	siis
ei	ei
saama	saand
kõik	kõik
vili	vil'i
pidama	pid'i
kevadel	keväde
mis	mes
sina	sa
tegema	tegid
ikka	ikke
varem	varem
ikka	`ikke
varem	varem
selle+pärast	selle+bäräst
et	et
sügisel	sügise
tulema	tulevad
külm	`külmäd
ilm	`ilmad
öö+külm	öö+külmäd
ega	egä
muidu	muido
külm	`külmäd
ei	eij
olema	ole
aga	aga
öö+külm	öö+külmäd
olema	õn
need	neet
tulema	tulevad
siis	siiss
ja	ja
ei	ei
valmima	`val'mi
ära	ärä
kui	ku
seal	siäl
pidama	piäb
olema	õlema
kõik	kõik
maa	maas
kartul	karttul'
ja	ja
oder	õdrad
kaer	kaerad
kõik	kõik
ja	jaq
teine	tõene
aasta	`aasta
tegema	`tehti
rukis	rukkis'
tänavu	tänavude
tegema	`tehti
rukis	rukkis's
tulev	tuleva
aasta	`aasta
lõikama	lõegat'ti
rukis	rukkis's
pidama	pid'i
tegema	`tehtama
ikka	ikke
enne	`enne
vana	vanad
inimene	in'imesed
lugema	lugesid
ikka	ikke
kõige	kõege
hea	parem
kui	kui
viis	viis'
kuus	kuus'
nädal	nädälät
enne	enne
mihkli+päev	`mihkli+`bäävä
olema	õl'i
juba	juba
oras	õrass
maa	maas
no	no
siis	siiss
tulema	tul'i
suur	suurem
oras	õrass
ja	ja
tugev	tugevam
rukis	rukkis's
aga	aga
nüüd	nüid
tegema	teeväd
siis	siis
kui	kui
oras	õrass
alles	alle
ots	õts
tulema	tuleb
välja	`väl'jä
aga	aga
vanasti	vanast
tegema	`tehti
ikka	`ikke
kohe	kõhe
nõnda	nõnna
et	et
loom	loom
sööma	sõi
sügisel	sügise
oras	õrast
nii	nii
paks	paks
olema	õl'i
ja	ja
suur	suur
jah	jaahh
nõnda	nõnna
sööma	sõi
lina	lina
külvama	külvät'ti
kõige	kõege
hea	parem
olema	õl'i
kui	kui
juba	jo
mai	mai
lõpp	lõppus
olema	õl'li
siis	s
olema	õl'i
maa	maas
siis	siiss
ega	egä
tema	tedä
kaugest	`kaugest
ei	ei
saama	suand
jätma	jäedä
juuni	juun'i
juuni	juun'i
algus	`algusel
pidama	piäb
ikka	ikke
tingimata	`tingimatta
maa	maas
olema	õlema
aga	aga
hea	parem
kui	kui
varem	varem
saama	suab
siis	siis
olema	on
hea	iä
ee	ee
ega	egä
asi	as'i
olema	õl'i
vanasti	vanast
hea	parem
mis	mes
sina	sa
maha	maha
külvama	`külväsid
siis	siiss
tema	ta
hea	paremast
kasvama	`kas'vis's
ja	ja
olema	õl'i
hea	parem
olema	õl'i
kasvama	`kasvanud
siis	siiss
kiskuma	`kis'ti
ära	ärä
ja	ja
sugama	`soet'ti
kupar	`kuprad
maha	maha
hari	`ar'jadega
sugama	`soet'ti
kupar	`kuprad
maha	maha
ja	ja
siis	siiss
kui	kui
saama	said
kupar	`kuprad
maha	maha
siis	siiss
vedama	`veet'ti
ligu	`l'ikku
suur	suured
nüüd	nüd
tiik	tiigid
olema	õl'id
vee+tiik	vee+tiigid
sinna	`sinnä
panema	`pan'tti
ligu	`likku
kivi	kivid
ja	ja
laud	laud
peale	`piäle
et	et
kõvasti	kõvast
olema	õnn
vesi	vee
sees	sees
jah	jahh
ja	ja
siis	siiss
panema	`pan'tti
ja	ja
siis	siis
kui	kui
katsuma	katsut'ti
kui	kui
olema	on
pehme	`pehmed
lina	linad
a	a
murduma	`murduda
andma	an'nivad
need	need
vars	varred
kui	ku
vars	varred
murduma	`murdusid
katki	`kat'ki
siis	siiss
võtma	`võet'ti
välja	`väl'jä
ja	ja
vaatama	vaadatti
see	sedä
ka	kua
kuidas	kuiss
tema	ta
vars	varred
murdma	`mur'tti
siis	siis
vaatama	vaadat'ti
kas	kass
kiud	kiud
olema	on
lahti	`lahti
see	sedä
e	e
see	see
tulema	tul'i
siis	siiss
luu	luu
küljest	kül'jest
lahti	`lahti
kiud	kiud
siis	siiss
murdumine	`murdugmisega
olema	õl'i
juba	juba
nägema	nähä
et	et
kiud	kiud
olema	on
lahti	`lahti
jaa	jaa
ja	ja
siis	siiss
võtma	`võet'ti
välja	`väl'jä
lahutama	lahuttat'ti
pihk	pihud
laiali	laijali
lööma	`lööd'i
seda+viisi	seda+`viis'i
nemad	nad
olema	õl'id
pihk	pihud
väike	`veiksed
pihk	pihud
köitma	köedettud
siis	siss
kes	kess
seda+viisi	sedä+`veis'i
maa	maast
võtma	võt'tid
siis	sis
võtma	võt'tid
pihk	pihu
serv	serväst
kinni	kin'ni
laskma	las'sid
seda+viisi	sedävis
seda+viisi	sedä+viis'i
ühte+puhku	`ühte+`puhku
ruttu	`ruttu
siis	siis
olema	õl'i
tema	ta
ee	ee
istutama	istuttet
ja	ja
siis	siiss
istutus	istuttusess
olema	õl'i
jälle	jälle
nii	nii
kaua	kauva
kuni	kun'i
see	see
kiud	kiud
täitsa	`täütsä
lahti	`lahti
olema	õl'i
siis	siss
korjama	korjet'ti
ära	ärä
ja	ja
köitma	köedet'ti
kubu	`kuppu
suur	suuremad
kubu	kubud
ja	ja
vedama	`veet'ti
ära	ärä
maa	maast
ja	ja
siis	siss
panema	`pan'tti
nemad	nad
pars	par'sile
rehe+tuba	rehe+tuad
olema	õl'id
ja	ja
siis	siiss
pars	parred
seal	siäl
üleval	üleväl
ja	ja
siis	siiss
panema	`pan'tti
pars	par'sile
ja	ja
kuivatama	kuivattet'ti
ära	ärä
aga	a
siis	siiss
kes	kell
ei	eij
olema	õllud
see	sedä
ring+masin	ring+mas'inat
kes	kel
ikka	ikka
hobune	ovesega
ajama	`aada
siis	siiss
olema	õl'i
nii+sugune	`niskesed
väike	`väiksed
masin	mas'sinad
rull	trul'lid
sees	seen
ja	ja
vänt	vänt
küljes	kül'les
siin	siih
väntama	`vänttäd'i
need	näije
väike	`väikse
masin	mas'sinaga
puruks	puru
ja	ja
ropsija	`ropsijad
ropsima	`ropsisid
ära	ärä
luu	luud
küljest	kül'jest
maha	maha
et	et
täitsa	täätsä
puhas	`puhtad
siis	siiss
kui	ku
hakkama	akkat'ti
see	sedä
samane	samast
riie	riijet
tegema	tegemä
siis	siiss
võtma	`võet'ti
see	see
samane	samane
pihk	pihud
ja	ja
sugama	`soet'ti
hari	ar'ja
peal	piäl
ära	ärä
nii+sugune	`niske
hari	ar'i
olema	õl'i
ja	ja
pind	pinnud
sees	seen
siis	siis
sugama	`soet'ti
hari	ar'ja
peal	piäl
ära	ärä
ja	ja
siis	siiss
tegema	`tehti
koonal	`koonlad
ja	ja
ketrama	kedrät'ti
ära	ärä
ja	ja
seda+viisi	sedävis
siis	siss
saama	sai
riie	riijet
no	no
ikka	`ikke
see	sest
sama	samast
lina	linast
päris	per's
linane	linane
riie	riije
see	se
ikka	ikke
see	sest
sama	samast
ketrama	keedrät'ti
siis	siiss
pesema	`pes'ti
lõng	lõngad
ära	ärä
ja	ja
panema	`pan'di
valgenema	`valgema
kevadel	keväde
naine	naeste
see	see
olema	õl'i
naine	naeste
töö	töö
talv	`talvel
keder	kedräd
ketramine	`keträmine
ka	ka
panema	`pan'di
siis	siiss
ee	ee
saama	sai
ära	ärä
pesema	pestud
need	need
lõng	lõngad
jaa	jaa
väljas	väl'jäss
ritv	riidva
peal	piäl
päev	pääv
pleekima	`pleekkis
ja	ja
kuivama	kuevid
ja	ja
sealt	siält
korjama	korjat'ti
ära	ärä
siis	siiss
ajama	`aet't'i
keha	kehäde
peale	piäle
nii+sugune	`niskesed
vänt	vändägä
keha	kehäd
olema	õl'id
no	no
nõnda	nõnna
pikk	pikkäd
ja	ja
siis	siiss
olema	õl'i
need	need
sammas	`sambad
ümber	`ümber
kui	kui
sisse	`sisse
olema	õl'i
lööma	`löödud
need	need
hark	ar'gid
kus	koss
peal	piäl
need	need
see	see
õlv	õl'v
siit	siist
sinna	`sinnä
peale	`piäle
kerima	kerit'ti
see	see
lõng	lõng
või	vai
ajama	`aet'ti
ja	ja
siis	siiss
olema	õl'id
suur	suured
loo+puud	loo+puud
ja	ja
siis	siiss
looma	`lood'i
kangas	kangass
sinna	`sinnä
peale	`piäle
ja	ja
siis	siis
olema	õl'id
kangas+jalad	kangas+jalad
ja	ja
kangas+jalad	kangas+jalade
peal	piäl
kuduma	`koot'ti
piird	piirad
siis	siiss
pealne	`päälsed
nii+sugune	`niskesed
olema	õl'id
seal	siäl
vahel	vahel
olema	õl'i
piird	`piir'i
piird	piir'd
pind	pinnudega
siis	siss
kuduma	`koot'ti
ja	ja
siis	siss
saama	sai
riie	riije
kui	kui
olema	ol'l
kangas	kangass
siis	siss
ei	ei
mina	mina
see	see
kutsuma	kutsuttasse
seda+viisi	sedä+`viis'i
et	et
kangas	`kanga
ajama	aad
üles	üles
ja	ja
hakkama	`akkad
kuduma	kuduma
ja	ja
olema+ki	põlegi
muu	muud
jaa	jaa
ütlema	ütled
et	et
vaja	vaja
minema	minnä
kangas	kangast
kuduma	kuduma
ja	ja
hakkama	`akkad
kuduma	kuduma
lõim	lõim
ja	ja
kude	kude
lõim	lõim
olema	onn
mis	mess
üles	üless
on	on
looma	loodud
ja	ja
kude	kude
olema	onn
mis	mess
sisse	`sisse
kuduma	`koodut
noh	nooh
surnukas	surnukkad
niis	neijega
pilduma	pillut'ti
läbi	läbi
kangas	`kangal
seda+viisi	sedävis
kangas	kangas
kangas	`kangal
olema	õl'id
niis	`niijed
peal	piäl
niis	niijed
ja	ja
talla+laud	talla+lauvad
olema	õl'id
küljes	kül'jes
nöör	nöör'idega
niis	`niijedel
ja	ja
siis	siss
see	see
niis	niijed
kergitama	kergittasid
sedasi	sedäsi
üles	üless
ja	ja
alla	`alla
üles	üles
ja	ja
alla	`alla
siis	siiss
sealt	siält
jääma	jäi
vahe	vahe
siis	siiss
sealt	siält
surnukas	surnukkatte
piluli	pilul'id'i
läbi	läbi
siis	siiss
noh	nohh
see	see
lõikuma	lõegut'ti
katki	`kat'ki
ja	ja
särk	sär'gidest
ja	ja
mõni	mõned
pesema	`pes'sid
ja	ja
valessama	valestasid
aga	aga
need	näid
võima	võib
ju	ju
nii+sama	niisama
lõikuma	`lõikku
puruks	puru
särk	sär'gidest
ja	ja
siis	siiss
särk	sär'gid
valgenema	`valgenevad
isegi	isegi
kui	kui
need	neid
pesema	pessä
jah	jah
särk	sär'k
õmblema	õmmeldasse
no	no
seal	siäl
vist	vist
olema	onn
üks	üks
särk	särk
mina	ma
võima	võin
näitama	näedättä
õmblema	`õmlevad
ise	ise
lõikama	`lõikkavad
avale	avale
ja	ja
iga+üks	egä+üks
lõikama	`lõikkab
seda+pidi	sedä+pid'i
kuidas	kuda
tema	ta
tahtma	tahab
masin	`mas'sina
tõmbama	tõmmand
käsi	`käegä
kes	kell
masin	mas'sin
õmblema	`õmbleb
masin	mas'sinaga
eks	ek
need	näid
käima	käis
enne	ennemast
iga	egä
sügis	sügis
no	no
nüüd	nüid
ei	eij
olema	ole
palju	pal'ju
käima	käenud
nüüd	nüid
olema	on
need	need
noor	noored
kes	kess
kolhoos	koloos'is
hakkama	`akkab
pea	piäd
kandma	`kandma
see	see
panema	pab
minek	minekkud
nüüd	nüüd
palju	pal'ju
ei	ei
tahtma	taha
pidama	pidädä
no	no
kes	kes
see	see
käima	käib
vana	vanad
inimene	in'imesed
siis	siss
ei	ei
hakkama	`akka
käima	`käimä
siis	siis
käima	käes'id
ühte+puhku	`ühte+`pohku
sant	san'did
ja	ja
mina	minu
laps	lapsed
kui	kui
olema	õl'id
noor	noored
siis	siis
olema	õl'i
talu+aeg	talu+aeg
käima	käes'id
ka	kua
aga	a
nüüd	nüid
ei	ei
palju	pal'ju
ei	ei
käima	käi
panema	pan'i
see	sedä
meie	me
tema	ta
panema	pan'i
ikka	ikke
sandi+riie	sän'di+`riide
üks+kõik	üks+kõik
kuidas+pidi	kuda+pid'i
et	et
tema	tedä
ära	ärä
ei	ei
tundma	`tunttud
ja	ja
muu	muud
keegi	kedägi
tähtsus	`tähtsust
kuidas	kuda
keegi	`keegi
panema	pan'i
iga+üks	egä+üks
püüdma	`püidis
ikka	ikke
seda+viisi	sedä+viis'i
panema	`panna
et	et
tema	tedä
ära	ärä
ei	ei
tundma	`tuntta
tahtma	`tahtsid
kõik	kõik
tundmatu	`tundmattad
olema	`õlla
jah	jahh
vaja	vaeagi
olema	õl'i
nägema	näd
nii+palju	nii+bal'ju
suur	suur
suur	suur
ports	ports
kui	kui
need	neid
kogunema	kogus
ja	ja
minema	läksid
ja	ja
iga+üks	egä+üks
tegema	tegi
oma	oma
nali	`nal'ja
tantsima	`tan'tsisid
ja	ja
ja	ja
ega	egä
mõni	mõn'i
kõnelema	kõneles
naljakalt	nal'jakkalt
ehk	ehk
kuidas	kuda
ja	ja
mõni	mõn'i
laulma	`laal'is
sandi+laul	sän'di+`laalu
ja	ja
kuidas	kuda
keegi	`keegi
tegema	tegi
seal	siäl
ei	eij
olema	õllud
juht	`juhti
keegi	kedägi
hakkama	`akkas
vahel	vahel
see	see
sant	sän't
see	see
kes	kess
olema	õl'i
ema	emä
või	vai
isa	isä
see	see
santima	`sän'ttis
jälle	jälle
oma	õmale
keegi	kedägi
almus	almust
siis	siis
tahtma	`tahtis
keegi	kedägi
et	et
tema	tämä
sant	san't
ja	ja
tahtma	tahab
ja	ja
no	no
siis	siss
see	see
tegema	`tehti
seda+viisi	sedä+vis'i
vahel	vahest
minema	läksiväd
noor	noored
kokku	`kokku
siis	siis
tantsima	`tan'tsisid
ja	ja
pill	pill
mängima	`män'gis
ja	ja
aga	aga
muidu	muidu
ei	eij
olema	õlnud
keegi	kedägi
nii+sugune	`niskest
pidu	pidu
valge	`valges
ja	ja
jah	jahh
ja	ja
kuidas	kuda
keegi	`keegi
olema	õl'i
kuidas	kuda
keegi	`keegi
olema	õl'i
segu+riie	segu+`riides
mina	minu
tütar	`tütrel
olema	on
ka	kua
tütar	tüttär'
noor	nuor
aga	aga
see	see
olema	on
kodu	kodost
ära	ärä
see	see
olema	on
Torma	`Tõrma
mõis	`mõisas
siis	s
tema	temä
olema	on
agronoom	agrunoom
olema	on
Torma	`Tõrma
mõis	`mõisas
ja	ja
see+samane	see+samane
ei	eij
olema	õle
kodus	kodu
ka	kua
nemad	näd
tahtma	`tahsivad
siis	sii
küll	küll
tema	tedä
koju	kodu
aga	aga
tema	tämä
esiti	`es'te
kool	kool'ist
panema	`pan'tti
Laiuse	`Laijuselle
ja	ja
Torma	`Tõrmas
olema	õl'i
jälle	jälle
vaja	vaja
ja	ja
sealt	siält
viima	`viid'i
Torma	`Tõrma
tema	tämäl
olema	onn
see	see
järel+aasta	järel+`aastad
või	vai
kuidas	kuda
nägema	näd
ei	ei
mina	miä
vana	vana
teadma	tiä
tema	ta
ise	ise
ütlema	`ütles
et	et
kaks	kaks
aasta	`aastad
nüüd	nüid
jõulud	jõuluss
või	vai
uus	uuvess
aasta	`aastass
saama	suab
kaks+kümmend	kahe+`gümne
teine	teisel
uus	uuve
jaanuar	jaanuarel
saama	suab
aasta	`aasta
tema	tall
esimene	es'imesel
veebruar	veebruaril
hakkama	`akkas
juba	joba
see	see
m	m
amet	amet'ti
no	no
siis	siiss
saama	suab
tema	tall
aasta	`aasta
Olustvere	Olostveres
no	no
see	sedä
teadma	tiätte
no	no
see	sedä
teie	tee
ei	eij
olema	õle
nägema	nähnud
ah	ahh
olema	olette
nägema	nähnud
vikat	vikkat'tittega
ja	ja
mina	ma
nüüd	nüid
ju	ju
tegema	tehässe
masin	mas'sinattegä
masin	mas'sinad
niitma	niidäväd
maha	maha
ja	ja
siis	siiss
võtma	`võettasse
loog	`loogu
reha	rehä
riisuma	riisub
kokku	`kokko
ja	ja
enne	enne
olema	õl'i
üks	üks
heina+maa	eenäm
seal	siäl
kaugel	`kaugel
jõgi	jõe
ääres	jääres
kaks	kaks
kilo+meeter	kilu+`meetrid
no	no
siin	siin
oma	oma
all	all
olema	õl'i
koppel	`koppel
ja	ja
siin	siin
olema	õl'i
üks	üks
heina+maa	eenäm
ja	ja
siin	siin
mägi	mäe
taga	taga
jälle	`jälle
ka	kua
ja	ja
nõnda	nõnna
siis	siss
olema	õl'i
kuidas	kuda
keegi	`kelgi
olema	õl'i
nooh	nooh
olema	ol'i
ikka	`ikke
noh	nohh
kes	kes
kui	kui
nagu	nagu
kadri	kadrit
täna	täna
õhtul	`õhtal
olema	on
kadri+päev	kad'ri+bäev
siis	siis
ikka	`ikke
rohkem	`rohkemb
kadri	kad'rid
olema	õl'id
naiste+rahvas	naeste+`rahvad
väljas	väl'jas
olema	õl'i
ikka	`ikke
mees	mehi
ka	kaa
no	no
olema	ol'i
naine	`naisi
ka	kaa
ju	ju
no	no
mart	mardil
olema	õl'i
ikka	`ikke
naine	naene
ühes	ühes
ka	ka
vahest	vahest
no	noo
jah	jaah
siis	siis
e	e
ajama	aeas'ivad
nali	nal'ja
jutt	`juttu
et	et
kodus	kodu
ajama	aeab
jonn	`jon'ni
ja	ja
nüüd	nüüd
kui	kui
saama	saab
välja	`väl'ja
siis	siiss
ei	ei
ei	ei
kuulma	kuule
mis	miss
teine	teised
rääkima	räägivad
noh	nohh
nali	nal'ja
jutt	`juttusid
ikka	`ikke
siis	siss
rääkima	`rääkkisivad
noh	nohh
laskma	`laske
sisse	`sisse
või	vai
kadri+sant	kad'ri+san'di
nu	nu
see	sie
olema	on
nagu	nagu
uks	ukse
tagant	tagast
sisse	`sisse
et	et
ja	jaa
seal	sial
tema	ta
laulma	`laulis
juba	juba
et	t
laskma	`laske
sisse	`sisse
kadri+sant	kad'ri+san'di
kadri	kaad'ri
küüs	küüned
külmetama	külmettavad
kadri	kaad'ri
varvas	`varbad
valutama	vaaluttavad
kadri	kad'rid
tulema	tullud
kauge	`kaugelt
maa	maalt
no	no
laskma	lastasse
sisse	`sisse
no	no
siis	siis
e	e
seal	sial
ka	kaa
hakkama	`akkab
ütlema	`ütlema
et	et
noh	nohh
kipsi	kipsi
kõpsi	kõpsi
kelder	kelderissa
otsima	oot'si
sealt	sialt
kadri	kad'rile
katsuma	kaatsu
sealt	sialt
nooh	nooh
siis	siis
mis	miss
keegi	`keegi
tooma	tõi
jälle	`jälle
oh	ohh
mina	mul
olema	õl'i
rohkem	`rohkem
aga	aga
mina	mul
olema	põle
nüüd	nüüd
meeles	meeles
enam	enam
need	neid
vana	vana
ei	ei
vähe	vähä
küll	küll
nuh	nuh
nüüd	nüüd
olema	on
nagu	naagu
kaks	kaaks
e	e
siis	siis
mõni	mõned
käima	käevad
ikka	ikke
või	vai
uus	uuwed
või	vai
kuidas	kuda
nüüd	nüid
olema	onn
mõni	mõned
käima	käevad
ikka	`ikke
jälle	`jälle
noh	nohh
vana	vana
aeg	aeg
ja	ja
vana	vana
aeg	aeg
siis	siss
mäletama	määlettab
see	seda
kah	kah
nõgi	`nõega
ja	ja
ja	ja
punane	punase
värv	vär'viga
ikka	`ikke
saama	sai
mm	mm
muutma	muudet'ti
nägu	nägu
kah	kahh
tahtma	tahet'ti
ikka	ikke
nõnda	nõnna
tegema	teha
et	et
ei	ei
tundma	tunne
laps	laps
no	no
see	seda
olema	onn
võima	võib
olema	olla
sada	sada
aasta	`aastat
tagasi	tagas'i
mihkli+päev	`mihkli+bääva
no	no
siis	siiss
olema	õl'id
nagu	nagu
mõis	`mõisad
ja	ja
kõik	kõik
siis	sis
mihkli+päev	`mihkli+bääval
olema	õl'i
ikka	`ikke
püha	püha
siis	siiss
vahest	vahest
e	e
noh	nohh
saama	sai
juba	juba
töö	tüüd
tegema	`tehtud
siis	siss
mihkli+päev	`mihkli+bääval
mõis	`mõisas
seal	sial
andma	`an'tti
nemad	`neile
kah	kah
keegi	kedagi
viin	`viina
või	vai
nemad	neil
tööline	`tüül'istele
noh	nohh
see	se
olema	õl'i
jälle	jälle
siis	siss
isa	isa
juures	juures
siis	siss
minema	läksin
ka	ka
appi	`appi
vaatama	vaatta
e	e
mõis	`mõisa
töö	`tüüle
üks+kõik	üks+kõik
kas	kass
leht	`lehti
riisuma	`riisuma
või	vai
nisuke	niisukkest
mõis	`mõisa
töö	tüüd
mina	ma
olema	õlen
tegema	tehnud
sügisel	sügise
kartul	`karttuleid
võtma	`võtma
ka	ka
minema	läksin
mõis	`mõisa
väli	väl'jale
ja	ja
e	e
Roela	`Roela
mis	miss
hea	iad
saks	saksad
olema	õl'id
küll	küll
a	a
mis	miss
nemad	nemad
siis	siss
mis	miss
mina	mia
teadma	tian
siis	siss
tema	timast
siis	siss
headus	`iadust
või	vai
töö	tüüd
andma	`an'dis
ja	ja
jah	jah
mart	mardist
kaks	kaks
nädal	nädalat
